,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,index,Unnamed: 0,bookId,title,series,author,rating,description,language,isbn,genres,characters,bookFormat,edition,pages,publisher,publishDate,firstPublishDate,awards,numRatings,ratingsByStars,likedPercent,setting,coverImg,bbeScore,bbeVotes,price,Fiction,Nonfiction,Young Adult,Childrens,New Adult,Fantasy,Erotica,History,Dystopia,Poetry,Biography,Manga,Thriller,Graphic Novels,Romance,university,relationships,break ups,divorce,weddings,death,family,friendship,labeled? ,Contains True?
808,808,808,808,808,808,808,808,808,808,808,808,808,808,808,"6,779",16137612-ghost-hand,Ghost Hand,The PSS Chronicles #1,Ripley Patton (Goodreads Author),3.90,"Seventeen-year-old Olivia Black has a rare birth defect known as Psyche Sans Soma, or PSS. Instead of a right hand made of flesh and blood, she was born with a hand made of ethereal energy.How does Olivia handle being the girl with the ghost hand? Well, she's a little bit morbid and a whole lot snarky. Her mother thinks her obsession with death, black clothing, and the local cemetery is a bid for attention. But when Marcus, the new guy in Olivia's calculus class, stares at her like she's a freak, Olivia doesn't like it. And when her hand goes rogue, doing things she never imagined possible, Olivia finds herself running for her life with Marcus from a group of men bent on taking the power of her hand for their own nefarious purposes.",English,"9,780,000,000,000.00","['Paranormal', 'Young Adult', 'Fantasy', 'Romance', 'Urban Fantasy', 'Science Fiction', 'Fiction', 'Thriller', 'Supernatural', 'Amazon']",[],Paperback,False,372,Ripley Patton,November 30th 2012,11/28/2012,['Kindle Book Award Nominee for Young Adult (Semi-Finalist) (2013)'],"1,021","['357', '352', '205', '62', '45']",90.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1352423478l/16137612.jpg,394,4,$6.48,Fiction,False,Young Adult,False,False,Fantasy,False,False,False,False,False,False,Thriller,False,Romance,False,True,False,False,False,False,False,False,False,1.0
809,809,809,809,809,809,809,809,809,809,809,809,809,809,809,975,2722413-evernight,Evernight,Evernight #1,Claudia Gray (Goodreads Author),3.64,"
  Bianca wants to escape.
She's been uprooted from her small hometown and enrolled at Evernight Academy, an eerie Gothic boarding school where the students are somehow too perfect: smart, sleek, and almost predatory. Bianca knows she doesn't fit in. Then she meets Lucas. He's not the ""Evernight type"" either, and he likes it that way. Lucas ignores the rules, stands up to the snobs, and warns Bianca to be careful—even when it comes to caring about him. ""I couldn't stand it if they took it out on you,"" he tells Bianca, ""and eventually they would."" But the connection between Bianca and Lucas can't be denied. Bianca will risk anything to be with Lucas, but dark secrets are fated to tear them apart . . . and to make Bianca question everything she's ever believed.",English,"9,780,000,000,000.00","['Young Adult', 'Vampires', 'Fantasy', 'Paranormal', 'Romance', 'Paranormal Romance', 'Supernatural', 'Urban Fantasy', 'Fiction', 'Teen']","['Bianca Olivier', 'Balthazar More', 'Raquel Vargas', 'Lucas Ross', 'Vic Woodson', 'Adrian Olivier', 'Celia Olivier']",Hardcover,False,327,HarperTeen,May 27th 2008,False,[],"75,235","['21444', '21447', '20178', '8225', '3941']",84.0,['United States of America'],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1306376600l/2722413.jpg,"6,466",87,$4.68,Fiction,False,Young Adult,False,False,Fantasy,False,False,False,False,False,False,False,False,Romance,False,True,False,False,False,False,False,False,False,1.0
810,810,810,810,810,810,810,810,810,810,810,810,810,810,810,"32,854",4542235-yotsuba-vol-7,"Yotsuba&!, Vol. 7",Yotsuba&! #7,"Kiyohiko Azuma, あずま きよひこ",4.55,"Yotsuba pergi ke peternakan. Ramai-ramai bersama ayah, Jumbo, dan Yanda yang juga nggak mau ketinggalan. Yotsuba pergi ke peternakan karena ingin melihat sapi. Dan kata Yanda, sapi itu raksasa, nggak lucu, dan nggak asyik. Akhirnya, terjadilah pertengkaran untuk ke sekian kalinya antara Yotsuba dan Yanda.",English,"9,780,000,000,000.00","['Manga', 'Comics', 'Fiction', 'Graphic Novels', 'Humor', 'Slice Of Life', 'Comedy', 'Japanese Literature', 'Graphic Novels Manga', 'Japan']",[],Broché,False,208,Kurokawa,August 21st 2008,10/15/2007,[],"2,721","['1751', '763', '179', '21', '7']",99.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327586344l/4542235.jpg,92,1,$7.65,Fiction,False,False,False,False,False,False,False,False,False,False,Manga,False,Graphic Novels,False,False,False,False,False,False,False,False,False,False,0.0
811,811,811,811,811,811,811,811,811,811,811,811,811,811,811,"37,339",18811623-the-boy-in-the-smoke,The Boy in the Smoke,Shades of London #0.5,Maureen Johnson (Goodreads Author),4.12,"On a cold night, Stephen Dene went to the Eton boathouse to perform a desperate act. But someone stopped him along the way, sending his life in a new and decidedly strange direction–leading him to London, to two new friends, and to a world of shadows and mystery.",English,"9,780,000,000,000.00","['Young Adult', 'Fantasy', 'Paranormal', 'Ghosts', 'Fiction', 'Short Stories', 'Novella', 'Mystery', 'Supernatural', 'Urban Fantasy']",[],Paperback,False,86,Hot Key Books,February 24th 2014,2/19/2014,[],"1,591","['580', '685', '279', '35', '12']",97.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1392993034l/18811623.jpg,87,1,$1.45,Fiction,False,Young Adult,False,False,Fantasy,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1.0
812,812,812,812,812,812,812,812,812,812,812,812,812,812,812,"10,782",24764.The_Last_Days,The Last Days,Peeps #2,Scott Westerfeld (Goodreads Author),3.53,"Strange things are happening: old friends disappearing, angels (or devils) clambering on the fire escapes of New York City. But for Pearl, Moz, and Zahler, all that matters is the band. As the city reels under a mysterious epidemic, the three combine their talents with a vampire lead singer and a drummer whose fractured mind can glimpse the coming darkness. Will their music stave off the end? Or summon it? Set against the gritty apocalypse that began in Peeps, The Last Days is about five teenagers who find themselves creating the soundtrack for the end of the world. ",English,"9,780,000,000,000.00","['Young Adult', 'Vampires', 'Fantasy', 'Paranormal', 'Science Fiction', 'Fiction', 'Horror', 'Urban Fantasy', 'Teen', 'Supernatural']",[],Hardcover,False,286,Razorbill,September 7th 2006,False,[],"9,420","['1803', '2991', '3288', '1077', '261']",86.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1400185816l/24764.jpg,221,3,$3.88,Fiction,False,Young Adult,False,False,Fantasy,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1.0
813,813,813,813,813,813,813,813,813,813,813,813,813,813,813,"24,803",259861.Lost_in_the_Barrens,Lost in the Barrens,False,Farley Mowat,3.97,"Awasin, a Cree Indian boy, and Jamie, a Canadian orphan living with his uncle, the trapper Angus Macnair, are enchanted by the magic of the great Arctic wastes. They set out on an adventure that proves longer and more dangerous than they could have imagined. Drawing on his knowledge of the ways of the wilderness and the implacable northern elements, Farley Mowat has created a memorable tale of daring and adventure. When first published in 1956, Lost in the Barrens won the Governor-General’s Award for Juvenile Literature, the Book-of-the-Year Medal of the Canadian Association of Children’s Librarians and the Boys’ Club of America Junior Book Award.",English,"9,780,000,000,000.00","['Fiction', 'Adventure', 'Young Adult', 'Canada', 'Historical Fiction', 'Survival', 'Classics', 'Childrens', 'School', 'Middle Grade']",[],Paperback,False,256,McClelland & Stewart,September 1st 1987,10/30/1956,"['CLA Book of the Year for Children Award (1958)', ""Governor General's Literary Awards / Prix littéraires du Gouverneur général for Juvenile (1956)""]","2,121","['685', '844', '478', '72', '42']",95.0,['Canada'],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320484939l/259861.jpg,98,1,$6.84,Fiction,False,Young Adult,Childrens,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0
814,814,814,814,814,814,814,814,814,814,814,814,814,814,814,"17,315",28425.Intimate_Enemies,Intimate Enemies,False,Shana Abe (Goodreads Author),3.83,"From Shana Abé comes this exquisitely emotional, beautifully written novel about two warring clans on a Scottish isle united by a fragile pact...and the hearts of two unforgettable lovers.Lauren MacRae is only a woman. But her father's death has left her the leader of the Clan MacRae. Now it is up to her to defend her beloved Isle of Shot from the invading Northmen, even if it means going to her clan's sworn enemy, the powerful English overlord, Arion du Morgan, for help. But Arion's raven hair, green eyes, and smoldering sensuality soon make Lauren forget just why she turned to him—as he awakens within her a wayward desire.Like Lauren, Arion risks the mutiny of his soldiers by forming this risky alliance. But he was brought up to believe that the Isle of Shot belongs not to the Clan MacRae, but to England—and he will defend it to his dying breath. Once, when they were children, Arion saved Lauren from a tortuous fate. Now, the copper-haired beauty has somehow found a way to banish the emptiness in his soul. And as they join forces to fight for the land they both love, he will risk everything—even his very life—to claim what is his.",English,"9,780,000,000,000.00","['Romance', 'Historical Romance', 'Historical', 'Medieval', 'Historical Fiction', 'Scotland', 'Medieval Romance', 'British Literature', 'Fiction', 'Chick Lit']","['Lauren MacRae', 'Arion du Morgan']",Mass Market Paperback,False,390,Bantam,June 6th 2000,1/1/2000,"[""Romantic Times Reviewers' Choice Award (RT Award) for Medieval Historical Romance (2000)""]",485,"['147', '169', '124', '31', '14']",91.0,"['Isle of Shot, Scotland (United Kingdom)']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1463663554l/28425._SY475_.jpg,116,2,$3.30,Fiction,False,False,False,False,False,False,False,False,False,False,False,False,False,Romance,False,True,False,False,False,False,False,False,False,1.0
815,815,815,815,815,815,815,815,815,815,815,815,815,815,815,"29,204",239917.Sign_of_the_Unicorn,Sign of the Unicorn,The Chronicles of Amber #3,Roger Zelazny,4.14,"He who rules Amber rules the one true world. He who thwarts Amber invites the wrath of Amber betrayed. An unseen enemy of immense strength has seized a Prince of the Blood, and now threatens the perfect kingdom by striking at the very core of its power - the secret knowledge of Shadow.When Corwin summons forces to defend the throne, he finds himself challenged by royal conspirators, hideous demons, supernatural patterns and the ominous unknown that suddenly transcends all he ever suspected about the true nature of Amber.One of the most revered names in sf and fantasy, the incomparable Roger Zelazny was honored with numerous prizes—including six Hugo and three Nebula Awards—over the course of his legendary career. Among his more than fifty books, arguably Zelazny’s most popular literary creations were his extraordinary Amber novels.",English,"9,780,000,000,000.00","['Fantasy', 'Fiction', 'Science Fiction', 'Science Fiction Fantasy', 'Epic Fantasy', 'High Fantasy', 'Audiobook', 'Magic', 'Adventure', 'Epic']","['Random of Amber', 'Brand of Amber', 'Corwin of Amber', 'Benedict of Amber', 'Julian of Amber', 'Gérard of Amber', 'Deirdre of Amber', 'Fiona of Amber', 'Flora of Amber']",Mass Market Paperback,12th printing,192,Avon Books,Nov-86,1/1/1975,[],"16,824","['6720', '6412', '3151', '467', '74']",97.0,['Amber'],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1368213756l/239917.jpg,95,1,$1.45,Fiction,False,False,False,False,Fantasy,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0
816,816,816,816,816,816,816,816,816,816,816,816,816,816,816,"52,432",25537110-see-you-never,See You Never,False,Misty Jae Ogert (Goodreads Author),3.73,"Harper Quinn has it all, a handsome husband, Brody and three beautiful children. Kara, her college roommate, is her best friend living next door with her husband, Bennett. Together they planned a much needed kid free vacation. On the flight home their plane crashes over the ocean. Harper and Bennett are the sole survivors. Stranded and grieving they only have each other to turn to. Learning to survive and coping with their loss they struggle with their growing feelings for each other. With time passing they begin to doubt that they will ever be rescued. What would be the harm if they gave into temptation? What if they were never rescued? What would be waiting for them at home?",English,B00XKC1KTK,"['Survival', 'Contemporary Romance']",[],Kindle Edition,False,421,Moon and Back Books,May 11th 2015,False,[],74,"['23', '24', '14', '10', '3']",82.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1431609656l/25537110._SY475_.jpg,2,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,1.0
817,817,817,817,817,817,817,817,817,817,817,817,817,817,817,"33,429",2325248.The_Sky_Village,The Sky Village,Kaimira #1,"Chris Rettstatt (Goodreads Author), Nigel Ashland, Jeff Nentrup (Illustrator)",3.89,"From a village made of hot-air balloons to a subterranean battle arena, two young people struggle to discover who and what they are — and how to use the astonishing powers they share.High over China, twelve-year-old Mei arrives at the Sky Village, an intricate web of hot-air balloons floating above an Earth where animals battle machines for control. Deep below the ruins of Las Vegas, thirteen-year-old Rom enters a shadowy world where he is commandeered to fight, gladiator-style, against hybrid demons for the entertainment of a mercenary crowd. Mei and Rom have never met, but they share a common journal — a book that allows them to communicate with each other and reveals that they carry the strange and frightening Kaimira gene, entwining aspects of human, beast, and machine within their very DNA. In this thrilling, intricately plotted novel, Mei and Rom must find the courage to balance the powers that lurk within — and overcome outside forces that seek to destroy them — if they are to survive and save the ones they love.",English,"9,780,000,000,000.00","['Fantasy', 'Steampunk', 'Science Fiction', 'Middle Grade', 'Young Adult', 'Adventure', 'Childrens', 'Dystopia', 'Young Adult Fantasy', 'Coming Of Age']","['Mei Long', 'Rom Saint-Pierre']",Hardcover,False,406,Candlewick Press,July 8th 2008,1/1/2008,[],414,"['138', '138', '100', '31', '7']",91.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320452161l/2325248.jpg,92,1,$3.27,False,False,Young Adult,Childrens,False,Fantasy,False,False,Dystopia,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Yes,0.0
818,818,818,818,818,818,818,818,818,818,818,818,818,818,818,"25,545",24579549-dire-destiny-of-ours,Dire Destiny of Ours,Overworld Chronicles #10,John Corwin (Goodreads Author),4.32,"THE END IS NIGH  The last battle with Daelissa took a tremendous toll on the resistance. Elyssa is hanging onto life with the help of a preservation spell and Daelissa has new elite troops ready to conquer Eden. Justin realizes the only way to save the woman he loves and his home realm is to travel to Seraphina and ask the Darklings for help.  But the Darkling nation, Pjurna, is embroiled in its own war with the Brightlings and its leaders believe Justin is an enemy. His back to the wall on two fronts, Justin decides to take the gloves off and kick some ass.  If he doesn't, Elyssa will die and Daelissa will rule Eden.",English,"10,000,000,000,000.00","['Urban Fantasy', 'Fantasy', 'Supernatural', 'Young Adult', 'Magic', 'Demons', 'Science Fiction', 'Paranormal', 'Angels', 'Vampires']",[],Nook,False,False,False,January 29th 2015,1/28/2015,[],512,"['268', '162', '63', '17', '2']",96.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1422285731l/24579549.jpg,98,1,False,False,False,Young Adult,False,False,Fantasy,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0
819,819,819,819,819,819,819,819,819,819,819,819,819,819,819,"24,187",60220.Simply_Irresistible,Simply Irresistible,Chinooks Hockey Team #1,Rachel Gibson (Goodreads Author),3.85,"Georgeanne Howard leaves her fiancé at the altar when she realizes she can't marry a man old enough to be her grandfather, no matter how rich he is. Hockey superstar John Kowalsky unknowingly helps her escape, and only when it's too late does he realize that he's absconded with his boss's bride. This bad boy isn't looking to be anybody's savior but his own. Still, a long night stretches ahead of them—a night too sultry to resist temptation.Seven years later, Georgeanne and John meet again. She is on her way to becoming Seattle's domestic darling and he is past his hellraising days. Shocked to learn that he has a daughter, John's determined to be part of her life. Georgeanne has loved John since the moment she jumped into his car, but will he risk the wrath of his boss, and one final chance at glory, to prove that this time his love will be everlasting?",English,"9,780,000,000,000.00","['Romance', 'Contemporary Romance', 'Contemporary', 'Sports', 'Sports Romance', 'Chick Lit', 'Hockey', 'Adult', 'Fiction', 'Humor']","['Georgeanne Howard', 'John Kowalsky']",Mass Market Paperback,False,375,Avon,January 1st 1998,False,"['RITA Award by Romance Writers of America Nominee for Best Romance of 1998 (1999)', 'OKRWA National Readers Choice Award for Single Title Contemporary (1998)']","20,547","['5837', '7901', '5212', '1117', '480']",92.0,"['Seattle, Washington (United States)']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1170538816l/60220.jpg,98,3,$3.69,Fiction,False,False,False,False,False,False,False,False,False,False,False,False,False,Romance,False,True,False,False,True,False,False,False,False,1.0
820,820,820,820,820,820,820,820,820,820,820,820,820,820,820,"11,726",276967.The_Camomile_Lawn,The Camomile Lawn,False,Mary Wesley,3.85,"Behind the large house, the fragrant camomile lawn stretches down to the Cornish cliffs. Here, in the dizzying heat of August 1939, five cousins have gathered at their aunt's house for their annual ritual of a holiday. For most of them it is the last summer of their youth, with the heady exhilarations and freedoms of lost innocence, as well as the fears of the coming war.The Camomile Lawn moves from Cornwall to London and back again, over the years, telling the stories of the cousins, their family and their friends, united by shared losses and lovers, by family ties and the absurd conditions imposed by war as their paths cross and recross over the years. Mary Wesley presents an extraordinarily vivid and lively picture of wartime London: the rationing, imaginatively circumvented; the fallen houses; the parties, the new-found comforts of sex, the desperate humour of survival - all of it evoked with warmth, clarity and stunning wit. And through it all, the cousins and their friends try to hold on to the part of themselves that laughed and played dangerous games on that camomile lawn.",English,"9,780,000,000,000.00","['Fiction', 'Historical Fiction', 'World War II', 'Historical', 'British Literature', '20th Century', 'War', 'Novels', 'Literary Fiction', 'Romance']","['Oliver', 'Calypso', 'Polly', 'Walter', 'Aunt Helena', 'Uncle Richard Cuthbertso']",Paperback,False,352,Vintage,June 1st 2006,10/29/1984,[],"3,258","['928', '1250', '822', '195', '63']",92.0,"['Cornwall, England', 'London, England']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389846181l/276967.jpg,196,2,$5.09,Fiction,False,False,False,False,False,False,False,False,False,False,False,False,False,Romance,False,True,False,False,False,True,True,True,False,1.0
821,821,821,821,821,821,821,821,821,821,821,821,821,821,821,"4,237",321566.Dictionary_of_the_Khazars,Dictionary of the Khazars,False,"Milorad Pavić, Christina Pribićević-Zorić (Translator)",4.17,"A national bestseller, Dictionary of the Khazars was cited by The New York Times Book Review as one of the best books of the year. Written in two versions, male and female (both available in Vintage International), which are identical save for seventeen crucial lines, Dictionary is the imaginary book of knowledge of the Khazars, a people who flourished somewhere beyond Transylvania between the seventh and ninth centuries. Eschewing conventional narrative and plot, this lexicon novel combines the dictionaries of the world's three major religions with entries that leap between past and future, featuring three unruly wise men, a book printed in poison ink, suicide by mirrors, a chimerical princess, a sect of priests who can infiltrate one's dreams, romances between the living and the dead, and much more.",English,"9,780,000,000,000.00","['Fiction', 'Fantasy', 'Historical Fiction', 'Magical Realism', 'Literature', 'Serbian Literature', 'Classics', 'Novels', 'Historical', '20th Century']",[],Paperback,Male edition,354,Vintage,October 23rd 1989,10/28/1983,['NIN Prize (1984)'],"5,574","['2784', '1511', '855', '296', '128']",92.0,['Khazaria'],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320461994l/321566.jpg,732,8,$3.59,Fiction,False,False,False,False,Fantasy,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0
822,822,822,822,822,822,822,822,822,822,822,822,822,822,822,"13,278",30254923-take-the-key-and-lock-her-up,Take the Key and Lock Her Up,Embassy Row #3,Ally Carter (Goodreads Author),4.11,"The princess is dead. Long live the princess.Centuries ago, the royal family of Adria was killed…or so everyone thought.Now Grace Blakely knows the truth: There was one survivor, and that survivor’s blood runs through her veins. This simple fact could cause a revolution—which is why some people will stop at nothing to keep it from coming to light.There is only one way for Grace to save herself, save her family, and save the boy she loves. She must outmaneuver her foes, cut through the web of lies that has surrounded her for years, and go back to the source of all her troubles, despite the risk.If she wins, she will inherit a throne.And if she loses, she will inherit the fate of all the dead princesses who came before her.",English,"9,780,000,000,000.00","['Young Adult', 'Mystery', 'Contemporary', 'Romance', 'Fiction', 'Audiobook', 'Adventure', 'Thriller', 'Realistic Fiction', 'Teen']",[],Hardcover,False,336,Scholastic Press,December 27th 2016,False,[],"7,695","['3192', '2605', '1486', '343', '69']",95.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1468458176l/30254923.jpg,186,2,$5.24,Fiction,False,Young Adult,False,False,False,False,False,False,False,False,False,Thriller,False,Romance,False,True,False,False,False,False,True,False,False,1.0
823,823,823,823,823,823,823,823,823,823,823,823,823,823,823,"14,436",165818.The_River_King,The River King,False,Alice Hoffman (Goodreads Author),3.71,"From the best-selling author of The Dovekeepers, The River King confirms Alice Hoffman as ""one of our quirkiest and most interesting novelists"" (Jane Smiley, USA Today).People tend to stay in their place in the town of Haddan. The students at the prestigious prep school don't mix with locals. Even within the school, hierarchy rules as freshman and faculty members find out where they fit in and what is expected of them. But when a body is found in the river behind the school, a local policeman will walk into this enclosed world and upset it entirely. A story of surface appearances and the truths submerged below.",English,"9,780,000,000,000.00","['Fiction', 'Magical Realism', 'Mystery', 'Fantasy', 'Contemporary', 'Chick Lit', 'Literary Fiction', 'Novels', 'Adult Fiction', 'Drama']",[],Paperback,False,344,Berkley,"$44,743.00",7/30/2000,['Massachusetts Book Award Nominee for Fiction (2001)'],"9,862","['2110', '3837', '3027', '728', '160']",91.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1349053387l/165818.jpg,174,2,$2.27,Fiction,False,False,False,False,Fantasy,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0
824,824,824,824,824,824,824,824,824,824,824,824,824,824,824,"38,135",18481353-sisters-in-love,Sisters in Love,Snow Sisters #1,Melissa Foster (Goodreads Author),3.75,"Danica Snow has always been the smart, practical, and appropriate sister. As a therapist, she prides herself on making reasonable, conservative choices, even if a bit boring, and as part of the Big Sister Program, she has little time for anything more in her life.Blake Carter is a player. He never gets bored of conquering women, and with his sexy good looks and successful lifestyle, he has no trouble finding willing participants. When his friend and business partner dies in a tragic accident, he suddenly, desperately, wants to change his ways. The problem is, he doesn't know how to stop doing what he does best.When Blake walks into Danica's office, the attraction between them is white hot, but Danica isn't the type to give in to the heat and risk her career. Danica's desire sets her on a path of self-discovery, where she begins to question every decision she's ever made. Just this once, Danica wants to indulge in the pleasures of life she's been so willingly ignoring, but with her Little Sister in turmoil and her biological sister's promiscuousness weighing heavily on her heart, she isn't sure it's the right time to set her desires free.",English,"10,000,000,000,000.00","['Romance', 'Contemporary', 'Contemporary Romance', 'Chick Lit', 'Fiction', 'Amazon', 'Adult', 'Christmas', 'Family', 'Holiday']",[],Paperback,False,306,World Literary Press,September 1st 2013,False,[],"7,152","['2061', '2298', '1965', '581', '247']",88.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1464686787l/18481353._SY475_.jpg,86,1,False,Fiction,False,False,False,False,False,False,False,False,False,False,False,False,False,Romance,False,True,False,False,False,False,False,True,False,1.0
825,825,825,825,825,825,825,825,825,825,825,825,825,825,825,"50,810",441495.Peter_Pan,Peter Pan: or The Boy Who Would Not Grow Up: A Fantasy in Five Acts,False,"J.M. Barrie, Trevor Nunn",4.01,"This is the beloved story of Peter, Wendy, Michael, John, Capt. Hook, Smee, the lost boys, pirates and the indians, and, of course, Tinker Bell, in their adventures in Never Land. However, for the first time, the play is here restored to Barrie's original intentions. In the words of John Caird: ""A brief explanation of some of the decisions we took in revising the text may be useful to anyone considering their own production of this version We were fascinated to discover that there was no one single document called PETER PAN. What we found was a tantalizing number of different versions, all of them containing some very agreeable surprises We have made some significant alterations, the greatest of which is the introduction of a new character, the Storyteller, who is in fact the author himself. To a reader of the play, one of its most enjoyable ingredients is Barrie's unmistakable authorial tone. He tells the story of Peter Pan partly through dialogue and partly by means of his inimitable stage directions. In a whimsical, ambiguous and ironical manner he speaks here as clearly to adults as he does to children. Moreover, many of the play's complicated conceits are only comprehensible if Barrie's commentary can be heard in parallel with the voices of the characters. This device also allows us to prepare our audience with some essential background history of the Darling family in a brief prologue, and to extend the narrative at the end of the play to include Barrie's heartbreaking and heartwarming conclusion to Peter and Wendy's story.""",English,"9,780,000,000,000.00","['Plays', 'Classics', 'Fantasy', 'Theatre', 'Fiction', 'Childrens', 'Read For School', 'Drama', 'Literature', 'Adventure']",[],Paperback,False,125,Dramatists Play Service,December 1st 1993,December 27th 1904,[],369,"['137', '127', '82', '17', '6']",94.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1255718800l/441495.jpg,28,1,$7.66,Fiction,False,False,Childrens,False,Fantasy,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1.0
826,826,826,826,826,826,826,826,826,826,826,826,826,826,826,"24,018",92488.Prague,Prague,False,Arthur Phillips (Goodreads Author),3.06,"A novel of startling scope and ambition, Prague depicts an intentionally lost Lost Generation as it follows five American expats who come to Budapest in the early 1990s to seek their fortune. They harbor the vague suspicion that their counterparts in Prague have it better, but still they hope to find adventure, inspiration, a gold rush, or history in the making.",English,"9,780,000,000,000.00","['Fiction', 'Historical Fiction', 'Travel', 'Hungary', 'Literature', 'Novels', 'Literary Fiction', 'Historical', 'Contemporary', 'American']",[],Paperback,False,400,Random House Trade Paperbacks,June 10th 2003,10/30/2002,['Los Angeles Times Book Prize for Art Seidenbaum Award for First Fiction (2002)'],"3,713","['358', '1003', '1227', '759', '366']",70.0,"['Hungary', 'Budapest (Hungary)']",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320414664l/92488.jpg,98,1,$2.61,Fiction,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0
827,827,827,827,827,827,827,827,827,827,827,827,827,827,827,"12,291",17033173-a-pale-horse,A Pale Horse,Chronicles of Brothers #4,Wendy Alec,4.52,"Wendy Alec's epic Chronicles of Brothers saga continues in the eagerly anticipated fourth book. The Chronicles of Brothers is now available to a wider general readership. W. Alec is a successful business woman, creative director, author, and screen writer with an on-line global following. The film rights have been sold for the first film in the trilogy, the Fall of Lucifer now in production",English,"9,780,000,000,000.00","['Christian', 'Christian Fiction', 'Fantasy', 'Fiction', 'Religion', 'Mythology', 'Spirituality', 'Supernatural']",[],Paperback,False,550,Warboys Publishing Ltd,November 1st 2012,7/6/2012,[],575,"['385', '127', '43', '16', '4']",97.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1356464839l/17033173.jpg,193,2,$3.12,Fiction,False,False,False,False,Fantasy,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0
828,828,828,828,828,828,828,828,828,828,828,828,828,828,828,"14,209",18527496-catch-a-falling-star,Catch a Falling Star,False,Kim Culbertson (Goodreads Author),3.86,"A deliciously charming novel about finding true love . . . and yourself.Nothing ever happens in Little, CA. Which is just the way Carter Moon likes it. But when Hollywood arrives to film a movie starring former child star turned PR mess Adam Jakes, everything changes. Carter's town becomes a giant glittery set and, much to her annoyance, everyone is starry-eyed for Adam. Carter seems to be the only girl not falling all over herself to get a glimpse of him. Which apparently makes her perfect for the secret offer of a lifetime: playing the role of Adam's girlfriend while he's in town, to improve his public image, in exchange for a hefty paycheck. Her family really needs the money and so Carters agrees. But it turns out Adam isn't at all who she thought he was. As they grow closer, their relationship walks a blurry line between what's real and what's fake, and Carter must open her eyes to the scariest of unexplored worlds - her future. Can Carter figure out what she wants out of life AND get the guy? Or are there no Hollywood endings in real life?",English,"9,780,000,000,000.00","['Young Adult', 'Contemporary', 'Romance', 'Realistic Fiction', 'Chick Lit', 'Young Adult Contemporary', 'Audiobook', 'Fiction', 'Teen', 'Young Adult Romance']",[],Hardcover,False,304,Point,April 29th 2014,False,[],"6,509","['2011', '2210', '1766', '431', '91']",92.0,[],https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1383842405l/18527496.jpg,177,2,$4.27,Fiction,False,Young Adult,False,False,False,False,False,False,False,False,False,False,False,Romance,False,True,False,False,False,False,True,False,False,1.0
