,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,bookId,title,series,author,description,isbn,genres,pages,publishDate,Fiction,Young Adult,Childrens,New Adult,Fantasy,History,Dystopia,Manga,Thriller,Graphic Novels,Romance,tokens,university,relationships,break ups,divorce,wedding,death,family,friendship,Life Event Categories,University_T,Relationships_T,Break_ups_T,Divorce_T,Wedding_T,Moving_T,Coming_of_age_T,Death_T,Family_T,Friendship_T
73,73,22978,40199,602699.Spanky,Spanky,,Christopher Fowler,"23-year-old Martyn has a dead-end job, a miserable family, few friends, and no love life. Then he meets a Spancialosaphus Lacrimosae, his own personal demon. Spanky's friendship brings confidence, the good life, a better job, a girlfriend. But Spanky is a demon, and Martyn has a price to pay.",9.78075E+12,"['Horror', 'Fantasy', 'Fiction', 'Thriller', 'Urban Fantasy', 'Paranormal', 'Science Fiction', 'Novels']",338.0,June 1st 1995,Fiction,,,,Fantasy,,,,Thriller,,,"['yearold', 'martyn', 'deadend', 'job', 'miserable', 'family', 'friends', 'love', 'life', 'meets', 'spancialosaphus', 'lacrimosae', 'personal', 'demon', 'spankys', 'friendship', 'brings', 'confidence', 'good', 'life', 'better', 'job', 'girlfriend', 'spanky', 'demon', 'martyn', 'price', 'pay']",[],[],[],[],[],[],['family'],"['friends', 'friendship']","Friendship, Romantic Relationships",,True,,,,,,,,True
74,74,23156,40534,912118.Are_We_Out_of_the_Driveway_Yet_,Are We Out of the Driveway Yet?,Zits Sketchbook #11,"Jerry Scott, Jim Borgman","Zits creators Jerry Scott and Jim Borgman have won praise from fans and fellow cartoonists alike for their gently accurate portrayal of the angst, concerns, and questions that arrive during adolescence. They understand the plight and subtle hilarity both of being a teenager and also of parenting a teenager. Zits brilliantly confronts issues affecting teens and their families, providing humor and perspective to everyone. This Zits collection, with strips that appeared in print from April 2005 to February 2006, delivers the strip's usual mix of knowing humor and insight.",9.78074E+12,"['Comics', 'Humor', 'Bande Dessinée', 'Comic Book', 'Graphic Novels Comics', 'Graphic Novels', 'Comic Strips', 'Comics Bd']",128.0,September 1st 2006,,,,,,,,,,Graphic Novels,,"['zits', 'creators', 'jerry', 'scott', 'jim', 'borgman', 'praise', 'fans', 'fellow', 'cartoonists', 'alike', 'gently', 'accurate', 'portrayal', 'angst', 'concerns', 'questions', 'arrive', 'adolescence', 'understand', 'plight', 'subtle', 'hilarity', 'teenager', 'also', 'parenting', 'teenager', 'zits', 'brilliantly', 'confronts', 'issues', 'affecting', 'teens', 'families', 'providing', 'humor', 'perspective', 'everyone', 'zits', 'collection', 'strips', 'appeared', 'print', 'april', 'february', 'delivers', 'strips', 'usual', 'mix', 'knowing', 'humor', 'insight']",[],[],[],[],[],[],[],[],Coming of age,,,,,,,True,,,
75,75,23382,40959,30004.The_Continental_Op,The Continental Op,The Continental Op #2.1,Dashiell Hammett,"Dashiell Hammett is the true inventor of modern detective fiction and the creator of the private eye, the isolated hero in a world where treachery is the norm. The Continental Op was his great first contribution to the genre and these seven stories, which first appeared in the magazine Black Mask, are the best examples of Hammett's early writing, in which his formidable literary and moral imagination is already operating at full strength. The Continental Op is the dispassionate fat man working for the Continental Detective Agency, modelled on the Pinkerton Agency, whose only interest is in doing his job in a world of violence, passion, desperate action and great excitement.The tenth clew.--The golden horseshoe.--The house in Turk Street.--The girl with the silver eyes.--The whosis kid.--The main death.--The farewell murder.",9.78075E+12,"['Mystery', 'Fiction', 'Noir', 'Short Stories', 'Crime', 'Detective', 'Classics', 'Hard Boiled', 'Thriller', 'Mystery Thriller']",288.0,2004,Fiction,,,,,,,,Thriller,,,"['dashiell', 'hammett', 'true', 'inventor', 'modern', 'detective', 'fiction', 'creator', 'private', 'eye', 'isolated', 'hero', 'world', 'treachery', 'norm', 'continental', 'op', 'great', 'first', 'contribution', 'genre', 'seven', 'stories', 'first', 'appeared', 'magazine', 'black', 'mask', 'best', 'examples', 'hammetts', 'early', 'writing', 'formidable', 'literary', 'moral', 'imagination', 'already', 'operating', 'full', 'strength', 'continental', 'op', 'dispassionate', 'fat', 'man', 'working', 'continental', 'detective', 'agency', 'modelled', 'pinkerton', 'agency', 'whose', 'interest', 'job', 'world', 'violence', 'passion', 'desperate', 'action', 'great', 'excitementthe', 'tenth', 'clewthe', 'golden', 'horseshoethe', 'house', 'turk', 'streetthe', 'girl', 'silver', 'eyesthe', 'whosis', 'kidthe', 'main', 'deaththe', 'farewell', 'murder']",[],[],[],[],[],[],[],[],None,False,False,False,False,False,,False,False,False,False
76,76,23925,41951,1717269.Lunch_with_the_Generals,Lunch with the Generals,Lunch with... #1,Derek Hansen,"Ramon, self-styled master storyteller, has steered his listeners down a sinister path littered with love and betrayal, secret police and death squads. But as the Argentinian′s tale nears its startling conclusion, his audience is struck with horror at the possibility that Ramon′s clever invention is nothing more than the cunningly disguised chronicle of his own shadowy past.Is Ramon a gifted artist of the imagination or the perpetrator of a terrible act of revenge that defies all forgiveness?",9.78075E+12,"['Fiction', 'Australia']",320.0,August 20th 1997,Fiction,,,,,,,,,,,"['ramon', 'selfstyled', 'master', 'storyteller', 'steered', 'listeners', 'sinister', 'path', 'littered', 'love', 'betrayal', 'secret', 'police', 'death', 'squads', 'argentinians', 'tale', 'nears', 'startling', 'conclusion', 'audience', 'struck', 'horror', 'possibility', 'ramons', 'clever', 'invention', 'nothing', 'cunningly', 'disguised', 'chronicle', 'shadowy', 'pastis', 'ramon', 'gifted', 'artist', 'imagination', 'perpetrator', 'terrible', 'act', 'revenge', 'defies', 'forgiveness']",[],[],[],[],[],['death'],[],[],"Romantic Relationships, Death, ",,True,,,,,,True,,
77,77,23930,41960,16300.Sleeping_Murder,Sleeping Murder,Miss Marple #13,Agatha Christie,"In Agatha Christie’s classic, Sleeping Murder, the indomitable Miss Marple turns ghost hunter and uncovers shocking evidence of a perfect crime.Soon after Gwenda moved into her new home, odd things started to happen. Despite her best efforts to modernize the house, she only succeeded in dredging up its past. Worse, she felt an irrational sense of terror every time she climbed the stairs.In fear, Gwenda turned to Miss Marple to exorcise her ghosts. Between them, they were to solve a “perfect” crime committed many years before.",9.78E+12,"['Mystery', 'Fiction', 'Crime', 'Classics', 'Detective', 'Mystery Thriller', 'British Literature', 'Audiobook', 'Murder Mystery', 'Thriller']",242.0,August 4th 2003,Fiction,,,,,,,,Thriller,,,"['agatha', 'christies', 'classic', 'sleeping', 'murder', 'indomitable', 'miss', 'marple', 'turns', 'ghost', 'hunter', 'uncovers', 'shocking', 'evidence', 'perfect', 'crimesoon', 'gwenda', 'moved', 'new', 'home', 'odd', 'things', 'started', 'happen', 'despite', 'best', 'efforts', 'modernize', 'house', 'succeeded', 'dredging', 'past', 'worse', 'felt', 'irrational', 'sense', 'terror', 'every', 'time', 'climbed', 'stairsin', 'fear', 'gwenda', 'turned', 'miss', 'marple', 'exorcise', 'ghosts', 'solve', 'perfect', 'crime', 'committed', 'many', 'years']",[],[],[],[],[],[],[],[],None,False,False,False,False,False,,False,False,False,False
78,78,24140,42356,10823507-serpent-s-kiss,Serpent's Kiss,Elder Races #3,Thea Harrison (Goodreads Author),"In the latest Novel of the Elder Races, a Queen on the brink of sanity has no one to rely on except the Wyr warrior whose conviction is every bit as strong as his passion.In order to save his friend's life, Wyr sentinel Rune Ainissesthai made a bargain with Vampyre Queen Carling—without knowing what she would ask from him in return. But when Rune attempts to make good on his debt, he finds a woman on the edge.Recently, Carling's Power has become erratic, forcing her followers to flee in fear. Despite the danger, Rune is drawn to the ailing Queen and decides to help her find a cure for the serpent's kiss—the vampyric disease that's killing her.With their desire for each other escalating just as quickly as Carling's instability spirals out of control, the sentinel and the Queen will have to rely on each other if they have any hope of surviving the serpent's kiss.",9.78043E+12,"['Paranormal Romance', 'Paranormal', 'Romance', 'Fantasy', 'Vampires', 'Urban Fantasy', 'Shapeshifters', 'Dragons', 'Magic', 'Time Travel']",336.0,October 4th 2011,,,,,Fantasy,,,,,,Romance,"['latest', 'novel', 'elder', 'races', 'queen', 'brink', 'sanity', 'one', 'rely', 'except', 'wyr', 'warrior', 'whose', 'conviction', 'every', 'bit', 'strong', 'passionin', 'order', 'save', 'friends', 'life', 'wyr', 'sentinel', 'rune', 'ainissesthai', 'made', 'bargain', 'vampyre', 'queen', 'carlingwithout', 'knowing', 'would', 'ask', 'return', 'rune', 'attempts', 'make', 'good', 'debt', 'finds', 'woman', 'edgerecently', 'carlings', 'power', 'become', 'erratic', 'forcing', 'followers', 'flee', 'fear', 'despite', 'danger', 'rune', 'drawn', 'ailing', 'queen', 'decides', 'help', 'find', 'cure', 'serpents', 'kissthe', 'vampyric', 'disease', 'thats', 'killing', 'herwith', 'desire', 'escalating', 'quickly', 'carlings', 'instability', 'spirals', 'control', 'sentinel', 'queen', 'rely', 'hope', 'surviving', 'serpents', 'kiss']",[],[],[],[],[],[],[],['friends'],Friendship,,,,,,,,,,True
79,79,24174,42417,22840148-all-we-have-is-now,All We Have Is Now,,Lisa Schroeder (Goodreads Author),"What do you do with your last day on earth?Just over twenty-four hours are left until an asteroid strikes North America, and for Emerson and everyone else who didn’t leave, the world will end. But Emerson’s world already ended when she ran away from home. Since then, she has lived on the streets, relying on her wits and on her friend Vince to help her find places to sleep and food to eat.The city’s quieter now that most people are gone, and no one seems to know what to do as the end approaches. But then Emerson and Vince meet Carl, who tells them he has been granting people’s wishes—and gives them his wallet full of money. Suddenly, this last day seems full of possibility. Emerson and Vince can grant a lot of wishes in one last day—maybe even their own.",9.78055E+12,"['Young Adult', 'Contemporary', 'Science Fiction', 'Romance', 'Fiction', 'Dystopia', 'Realistic Fiction', 'Teen', 'Audiobook', 'Apocalyptic']",272.0,July 28th 2015,Fiction,Young Adult,,,,,Dystopia,,,,Romance,"['last', 'day', 'earthjust', 'twentyfour', 'hours', 'left', 'asteroid', 'strikes', 'north', 'america', 'emerson', 'everyone', 'else', 'didnt', 'leave', 'world', 'end', 'emersons', 'world', 'already', 'ended', 'ran', 'away', 'home', 'since', 'lived', 'streets', 'relying', 'wits', 'friend', 'vince', 'help', 'find', 'places', 'sleep', 'food', 'eatthe', 'citys', 'quieter', 'people', 'gone', 'one', 'seems', 'know', 'end', 'approaches', 'emerson', 'vince', 'meet', 'carl', 'tells', 'granting', 'peoples', 'wishesand', 'gives', 'wallet', 'full', 'money', 'suddenly', 'last', 'day', 'seems', 'full', 'possibility', 'emerson', 'vince', 'grant', 'lot', 'wishes', 'one', 'last', 'daymaybe', 'even']",[],[],[],[],[],[],[],['friend'],Friendship,,,,,,,,,,True
80,80,24461,42949,1349495.Mrs_Jeffries_Sweeps_the_Chimney,Mrs. Jeffries Sweeps the Chimney,Mrs. Jeffries #18,Emily Brightwell,"A Dirty Business ... Inspector Witherspoon is perplexed. No one seems to know the identity of the dead man dressed like a vicar and propped up against the outside wall of St Paul's Church. A paper clutched in the corpse's hand reveals the address of a dilapidated and seemingly abandoned cottage - abandoned if you don't count the human skeleton stuffed in the chimney. To link these two bizarre incidents will take all of the resources at Witherspoon's command - and a little help from the efficient Mrs Jeffries ...She keeps house for Inspector Witherspoon ... and keeps him on his toes. Everyone's awed by his Scotland Yard success - but they don't know about his secret weapon. No matter how messy the murder or how dirty the deed, Mrs Jeffries's polished detection skills are up to the task ... proving that behind every great man there's a woman - and that a crimesolver's work is never done.",9.78043E+12,"['Mystery', 'Cozy Mystery', 'Fiction', 'Historical', 'Historical Fiction', 'Historical Mystery', 'British Literature', 'Mystery Thriller', '19th Century', 'Crime']",215.0,January 6th 2004,Fiction,,,,,,,,,,,"['dirty', 'business', 'inspector', 'witherspoon', 'perplexed', 'one', 'seems', 'know', 'identity', 'dead', 'man', 'dressed', 'like', 'vicar', 'propped', 'outside', 'wall', 'st', 'pauls', 'church', 'paper', 'clutched', 'corpses', 'hand', 'reveals', 'address', 'dilapidated', 'seemingly', 'abandoned', 'cottage', 'abandoned', 'dont', 'count', 'human', 'skeleton', 'stuffed', 'chimney', 'link', 'two', 'bizarre', 'incidents', 'take', 'resources', 'witherspoons', 'command', 'little', 'help', 'efficient', 'mrs', 'jeffries', 'keeps', 'house', 'inspector', 'witherspoon', 'keeps', 'toes', 'everyones', 'awed', 'scotland', 'yard', 'success', 'dont', 'know', 'secret', 'weapon', 'matter', 'messy', 'murder', 'dirty', 'deed', 'mrs', 'jeffriess', 'polished', 'detection', 'skills', 'task', 'proving', 'behind', 'every', 'great', 'man', 'theres', 'woman', 'crimesolvers', 'work', 'never', 'done']",[],[],[],[],[],[],[],[],Death,,,,,,,,True,,
81,81,24604,43234,1017303.Deceptions,Deceptions,Laws Of The Blood #4,Susan Sizemore,"Olympias has long reigned as the Enforcer of Washington, DC, but now her devoted human servant is questioning her command. With no allies, Olympias must stand-alone against those bent on her destruction-no matter the personal cost.",9.78044E+12,"['Vampires', 'Paranormal', 'Urban Fantasy', 'Fantasy', 'Paranormal Romance', 'Romance', 'Fiction', 'Adult', 'Novels']",272.0,September 24th 2002,Fiction,,,,Fantasy,,,,,,Romance,"['olympias', 'long', 'reigned', 'enforcer', 'washington', 'dc', 'devoted', 'human', 'servant', 'questioning', 'command', 'allies', 'olympias', 'must', 'standalone', 'bent', 'destructionno', 'matter', 'personal', 'cost']",[],[],[],[],[],[],[],[],None,False,False,False,False,False,,False,False,False,False
82,82,24878,43746,41722542-the-wasteland,The Wasteland,Their Champion #1,K.A. Knight (Goodreads Author),"The world ended and with it so did the rules.  I was stolen from my family and raised in the Wastelands to the North. I did what I had to ensure my survival. I became The Champion, with my history carved into my skin for all to see.  Now I spend my days drinking and hiding from my past until four newcomers offer me a job I can’t refuse. When my past and future mix I must once again rise and fight. This time it’s not for my freedom, it's for my happiness.  *Contains triggers and a cliffhanger ending. This is a dark Dystopian RH.",B07H45CQ4C,"['Reverse Harem', 'Dystopia', 'Romance', 'Fantasy', 'Post Apocalyptic', 'Dark', 'Abuse', 'Menage', 'Paranormal', 'Science Fiction']",205.0,September 16th 2018,,,,,Fantasy,,Dystopia,,,,Romance,"['world', 'ended', 'rules', 'stolen', 'family', 'raised', 'wastelands', 'north', 'ensure', 'survival', 'became', 'champion', 'history', 'carved', 'skin', 'see', 'spend', 'days', 'drinking', 'hiding', 'past', 'four', 'newcomers', 'offer', 'job', 'cant', 'refuse', 'past', 'future', 'mix', 'must', 'rise', 'fight', 'time', 'freedom', 'happiness', 'contains', 'triggers', 'cliffhanger', 'ending', 'dark', 'dystopian', 'rh']",[],[],[],[],[],[],['family'],[],Moving,,,,,,True,,,,
83,83,24891,43770,181426.The_Secret_Scroll,The Secret Scroll,Daughters of the Moon #4,Lynne Ewing,"Catty has always wanted to find out who her birth mother was, and oddly enough, she has the power to do just that. When Catty goes back in time, she not only manages to meet her mother, but she also finds out some very disturbing truths about her identity and her fate.",9.78079E+12,"['Young Adult', 'Fantasy', 'Paranormal', 'Mythology', 'Supernatural', 'Urban Fantasy', 'Teen', 'Fiction', 'Magic', 'Romance']",268.0,April 28th 2001,Fiction,Young Adult,,,Fantasy,,,,,,Romance,"['catty', 'always', 'wanted', 'find', 'birth', 'mother', 'oddly', 'enough', 'power', 'catty', 'goes', 'back', 'time', 'manages', 'meet', 'mother', 'also', 'finds', 'disturbing', 'truths', 'identity', 'fate']",[],[],[],[],[],[],['mother'],[],Family Relationships,,,,,,,,,True,
84,84,25189,44309,1053073.The_Queen_s_Necklace,The Queen's Necklace,Mémoires d’un médecin #2,Alexandre Dumas,"""The Queen's Necklace"" dramatizes an unsavory incident in the 1780s at the court of King Louis XVI of France involving the King's wife, Marie Antoinette. Her reputation was already tarnished by gossip and scandal, and her implication in a crime involving a stolen necklace became one of the major turning-points of public opinion against the monarchy, which eventually culminated in the French Revolution.",9.78143E+12,"['Classics', 'Historical Fiction', 'Fiction', 'France', 'French Literature', 'Historical', 'Literature', 'Novels', 'French Revolution', 'Adventure']",332.0,April 12th 2007,Fiction,,,,,,,,,,,"['queens', 'necklace', 'dramatizes', 'unsavory', 'incident', 'court', 'king', 'louis', 'xvi', 'france', 'involving', 'kings', 'wife', 'marie', 'antoinette', 'reputation', 'already', 'tarnished', 'gossip', 'scandal', 'implication', 'crime', 'involving', 'stolen', 'necklace', 'became', 'one', 'major', 'turningpoints', 'public', 'opinion', 'monarchy', 'eventually', 'culminated', 'french', 'revolution']",[],[],[],[],[],[],[],[],None,False,False,False,False,False,,False,False,False,False
85,85,25396,44682,1713912.Cross_Country,Cross Country,Alex Cross #14,"James Patterson (Goodreads Author), Νίκος Σπυριδάκης (translator)","When the home of Alex Cross's longtime friend Ellie Cox is turned into the worst murder scene Alex has ever seen, he is devastated. The destruction leads him to believe that he's chasing a horrible new breed of killer. As Alex and his girlfriend Brianna Stone begin the hunt for the villain responsible for the killings, they quickly find themselves entangled in the deadly Nigerian underworld of Washington, D.C. What they discover is shocking: a strongly organized gang of teenage thugs headed by a powerful, diabolical man—The Tiger. As the killing spree escalates, Alex and Brianna realize they are not dealing with any ordinary killer, but one who has brought his personal war of vengeance to America's capital. But just when the detectives think they're closing in on the elusive murderer, the Tiger disappears into thin air. Unable to let the killer get away with this narrow escape, Alex makes it his duty to bring the brutal butcher to justice. He knows that he must follow the Tiger. Alone.  When Alex arrives in Nigeria, he discovers a world where justice is as foreign as he is. Unprotected and alone in a strange country, bombarded on all sides by the murderous threats of The Tiger, Alex must draw on his fiercest instincts just to survive in a lawless world. ",9.78032E+12,"['Mystery', 'Fiction', 'Thriller', 'Crime', 'Suspense', 'Mystery Thriller', 'Detective', 'Adult', 'Murder Mystery', 'Audiobook']",480.0,November 17th 2008,Fiction,,,,,,,,Thriller,,,"['home', 'alex', 'crosss', 'longtime', 'friend', 'ellie', 'cox', 'turned', 'worst', 'murder', 'scene', 'alex', 'ever', 'seen', 'devastated', 'destruction', 'leads', 'believe', 'hes', 'chasing', 'horrible', 'new', 'breed', 'killer', 'alex', 'girlfriend', 'brianna', 'stone', 'begin', 'hunt', 'villain', 'responsible', 'killings', 'quickly', 'find', 'entangled', 'deadly', 'nigerian', 'underworld', 'washington', 'dc', 'discover', 'shocking', 'strongly', 'organized', 'gang', 'teenage', 'thugs', 'headed', 'powerful', 'diabolical', 'manthe', 'tiger', 'killing', 'spree', 'escalates', 'alex', 'brianna', 'realize', 'dealing', 'ordinary', 'killer', 'one', 'brought', 'personal', 'war', 'vengeance', 'americas', 'capital', 'detectives', 'think', 'theyre', 'closing', 'elusive', 'murderer', 'tiger', 'disappears', 'thin', 'air', 'unable', 'let', 'killer', 'get', 'away', 'narrow', 'escape', 'alex', 'makes', 'duty', 'bring', 'brutal', 'butcher', 'justice', 'knows', 'must', 'follow', 'tiger', 'alone', 'alex', 'arrives', 'nigeria', 'discovers', 'world', 'justice', 'foreign', 'unprotected', 'alone', 'strange', 'country', 'bombarded', 'sides', 'murderous', 'threats', 'tiger', 'alex', 'must', 'draw', 'fiercest', 'instincts', 'survive', 'lawless', 'world']",[],[],[],[],[],[],[],['friend'],"Friendship, Death, Romantic Relationships",,True,,,,,,True,,True
86,86,25540,44970,31184283-the-stepmother,The Stepmother,Everland Ever After #4,Caroline Lee (Goodreads Author),"Between the witch and the rescue, the lost princess had two loving parents… This is their Happily Ever After.  There’s a Guild of Godmothers in Everland, Wyoming, and they’re prepared to meddle. They can’t stand the thought of handsome, newly arrived Doctor Jack Carpenter raising his precious little daughter all by himself, and they’re determined to find him a suitable wife. Luckily, they know just how to do it: take out an advertisement in a Mail-Order Bride catalog, and make sure that the perfect candidate sees it.  Too bad they didn’t mention the plan to Jack first.  Meri Almassy is desperate for two things: to marry a doctor, and to get away from the Female Medical College of Pennsylvania, which is full of…bad memories. As a respectable doctor’s wife in the quaint-sounding town of Everland, she’ll be free to practice her own medicine, helping the women and children in the area. It’s an ideal solution, and she happily heads west to become Mrs. Jack Carpenter.  But “Jack Carpenter” isn’t really his name, and he’s got a background no gently-bred young woman should know about. Jack is fighting his own past and he’s determined to protect his daughter and his heart—at all costs. Are Meri’s dreams of a medical partnership and a Happily Ever After with her new family going to be more than this skittish father can handle?   ************************************************ The Brides of Everland, Ever After  Step into Everland, Wyoming, where the people on the street are always more than what they appear, and there’s just a hint of magic in the air. From evil villains to mysterious godmothers, handsome cowboys to hidden princesses… welcome to Everland, Ever After.   Heat Level: 1/5 (suitable for most audiences)",B01IRU6RI8,"['Romance', 'Westerns', 'Historical Romance', 'Fairy Tales', 'Historical', 'Fantasy', 'Retellings', 'Historical Fiction', 'Amazon', 'Novella']",167.0,July 19th 2016,,,,,Fantasy,,,,,,Romance,"['witch', 'rescue', 'lost', 'princess', 'two', 'loving', 'parents', 'happily', 'ever', 'theres', 'guild', 'godmothers', 'everland', 'wyoming', 'theyre', 'prepared', 'meddle', 'cant', 'stand', 'thought', 'handsome', 'newly', 'arrived', 'doctor', 'jack', 'carpenter', 'raising', 'precious', 'little', 'daughter', 'theyre', 'determined', 'find', 'suitable', 'wife', 'luckily', 'know', 'take', 'advertisement', 'mailorder', 'bride', 'catalog', 'make', 'sure', 'perfect', 'candidate', 'sees', 'bad', 'didnt', 'mention', 'plan', 'jack', 'first', 'meri', 'almassy', 'desperate', 'two', 'things', 'marry', 'doctor', 'get', 'away', 'female', 'medical', 'college', 'pennsylvania', 'full', 'ofbad', 'memories', 'respectable', 'doctors', 'wife', 'quaintsounding', 'town', 'everland', 'shell', 'free', 'practice', 'medicine', 'helping', 'women', 'children', 'area', 'ideal', 'solution', 'happily', 'heads', 'west', 'become', 'mrs', 'jack', 'carpenter', 'jack', 'carpenter', 'isnt', 'really', 'name', 'hes', 'got', 'background', 'gentlybred', 'young', 'woman', 'know', 'jack', 'fighting', 'past', 'hes', 'determined', 'protect', 'daughter', 'heartat', 'costs', 'meris', 'dreams', 'medical', 'partnership', 'happily', 'ever', 'new', 'family', 'going', 'skittish', 'father', 'handle', 'brides', 'everland', 'ever', 'step', 'everland', 'wyoming', 'people', 'street', 'always', 'appear', 'theres', 'hint', 'magic', 'air', 'evil', 'villains', 'mysterious', 'godmothers', 'handsome', 'cowboys', 'hidden', 'princesses', 'welcome', 'everland', 'ever', 'heat', 'level', 'suitable', 'audiences']",['college'],[],[],[],['marry'],[],"['father', 'family']",[],"Family Relationships, Romantic Relationships, Wedding",,True,,,True,,,,True,
87,87,26040,45857,729382.People_of_the_River,People of the River,North America's Forgotten Past #4,"W. Michael Gear, Kathleen O'Neal Gear (Goodreads Author)","A gripping new saga of pre-historic America that takes us to the Mississippi Valley and the tribe known as the Mound builders. It is a time of troubles. In Cahokia, the corn crop is failing again and a warchief--and the warrior woman he may never possess--are disgusted by their Chief's lust for tribute. Now even the gods have turned their faces, closing the underworld to the seers. If the gods have abandoned the people, there is no hope--unless it comes in the form of a young girl who is learning to Dream of Power.A masterful story of the first north Americans by the bestselling authors of People of the Earth.",9.78033E+12,"['Historical Fiction', 'Fiction', 'Historical', 'Prehistoric', 'Fantasy', 'Native Americans', 'Prehistory', 'Anthropology', 'Adult', 'Historical Fantasy']",544.0,1994,Fiction,,,,Fantasy,,,,,,,"['gripping', 'new', 'saga', 'prehistoric', 'america', 'takes', 'us', 'mississippi', 'valley', 'tribe', 'known', 'mound', 'builders', 'time', 'troubles', 'cahokia', 'corn', 'crop', 'failing', 'warchiefand', 'warrior', 'woman', 'may', 'never', 'possessare', 'disgusted', 'chiefs', 'lust', 'tribute', 'even', 'gods', 'turned', 'faces', 'closing', 'underworld', 'seers', 'gods', 'abandoned', 'people', 'hopeunless', 'comes', 'form', 'young', 'girl', 'learning', 'dream', 'powera', 'masterful', 'story', 'first', 'north', 'americans', 'bestselling', 'authors', 'people', 'earth']",[],[],[],[],[],[],[],[],None,False,False,False,False,False,,False,False,False,False
88,88,26580,46815,9767.The_Wild_Swans,The Wild Swans,,Peg Kerr,"This novel focuses on two outcasts on two journeys in two eras. In 1689 England, Lady Eliza Grey's 11 brothers are turned into swans. Rejected by her father, Eliza is flown to America by her brothers where she has a chance to save them--until she is accused of witchcraft. In the second story, set in 1981 New York, Elias Latham has AIDS, is banished from his father's house, and must learn to live on the streets. Like Eliza, Elias struggles to understand the suffering he must endure.",9.78045E+12,"['Fantasy', 'Fairy Tales', 'Fiction', 'Historical Fiction', 'Romance', 'LGBT', 'Retellings', 'Historical', 'Fairy Tale Retellings', 'Magical Realism']",464.0,November 1st 2001,Fiction,,,,Fantasy,,,,,,Romance,"['novel', 'focuses', 'two', 'outcasts', 'two', 'journeys', 'two', 'eras', 'england', 'lady', 'eliza', 'greys', 'brothers', 'turned', 'swans', 'rejected', 'father', 'eliza', 'flown', 'america', 'brothers', 'chance', 'save', 'themuntil', 'accused', 'witchcraft', 'second', 'story', 'set', 'new', 'york', 'elias', 'latham', 'aids', 'banished', 'fathers', 'house', 'must', 'learn', 'live', 'streets', 'like', 'eliza', 'elias', 'struggles', 'understand', 'suffering', 'must', 'endure']",[],[],[],[],[],[],['father'],[],"Family Relationships, Moving, ",,,,,,True,,,True,
